,area_type,code,area_name,lon,lat,area_store,area_sim_store,tot_customer,avg_take
903,골목상권,1000307,한천로101가길,127.0490915,37.61964107,1.571428571,1.571428571,275158.0,45304590.0
904,골목상권,1000308,한천로76길,127.0651576,37.61165955,3.285714286,3.714285714,236849.0,56789170.0
905,골목상권,1000332,삼양로54길,127.0222927,37.62328917,0.0,0.0,337399.0,45304590.0
906,골목상권,1000333,삼양로77길,127.0151348,37.6288584,1.428571429,1.571428571,321119.0,45304590.0
907,골목상권,1000398,역말로9길,126.9216124,37.61299398,5.285714286,5.285714286,415310.0,27061445.0
908,골목상권,1000387,한글비석로24길,127.0720479,37.66287654,2.714285714,4.714285714,464704.0,142132811.0
909,골목상권,1000388,한글비석로44길,127.0700435,37.66472476,3.142857143,3.142857143,615398.0,47551696.0
910,골목상권,1000281,삼양로8길,127.0248249,37.60759345,5.571428571,6.571428571,285217.0,55883271.0
911,골목상권,1000282,성북로8길,127.0057067,37.59124293,5.0,5.0,133776.0,41159816.0
912,골목상권,1000189,서울시립대로4길,127.0486652,37.57379882,12.85714286,14.14285714,400343.0,229047868.0
913,골목상권,1000190,약령시로17길,127.0425021,37.58500055,1.714285714,1.714285714,444843.0,31895164.0
914,골목상권,1000191,왕산로32길,127.0418179,37.57627017,1.0,1.0,235953.0,45304590.0
915,골목상권,1000192,왕산로33길,127.0422174,37.58207242,0.0,0.0,273597.0,45304590.0
916,골목상권,1000193,왕산로43길,127.0484007,37.58498927,5.571428571,5.571428571,627247.0,57663021.0
917,골목상권,1000346,한천로109길,127.0419938,37.62746438,3.571428571,5.571428571,424468.0,157139152.0
918,골목상권,1000335,솔매로41길,127.0226223,37.62682098,2.571428571,2.571428571,237197.0,1981680.0
919,골목상권,1000336,솔매로45길,127.0241408,37.62838839,2.571428571,3.571428571,307295.0,105275495.0
920,골목상권,1000337,솔매로50길,127.0282627,37.62413482,15.28571429,17.0,726087.0,163260378.0
921,골목상권,1000303,종암로24가길,127.0355577,37.60017555,3.0,3.0,214711.0,45304590.0
922,골목상권,1000304,종암로5길,127.0341844,37.59341852,3.714285714,3.714285714,311117.0,331962994.0
923,골목상권,1000305,지봉로20길,127.0192126,37.58309653,5.571428571,6.571428571,407484.0,100934729.0
924,골목상권,1000309,화랑로13길,127.0416529,37.60532722,7.142857143,12.42857143,215345.0,448437961.0
925,골목상권,1000311,화랑로19길,127.0500129,37.60863061,3.142857143,3.142857143,440573.0,19043358.0
926,골목상권,1000312,화랑로1길,127.0336574,37.60484324,2.0,3.0,437273.0,9545124.0
927,골목상권,1000041,장충단로8길,127.0083869,37.56214966,2.666666667,3.666666667,228523.0,60214138.0
