,code,station,07-10 on avg,07-10 off avg,10-17 on avg,10-17 off avg,17-22 on avg,17-22 off avg,lat,long,07-10 totavg,10-17 totavg,17-22 totavg,commute,Total,com,coms,many75,trans
110,1218,현대그룹빌딩,54.05844156,377.4134199,79.03153989,104.742115,159.4077922,83.90909091,37.5759191,127.0005179,215.7359307,91.88682746,121.6584416,337.3943723,429.2811998,0.785951895,1,0,1
111,1219,방송통신대.이화장,55.94111462,153.8370137,115.9693556,166.4673276,177.0914826,231.6681388,37.57812399,127.0022982,104.8890641,141.2183416,204.3798107,309.2688749,450.4872165,0.686520868,0,0,1
112,1220,혜화역.마로니에공원,101.8811777,149.1724501,209.4362325,243.9643984,291.7804416,312.607571,37.58110688,127.0021325,125.5268139,226.7003155,302.1940063,427.7208202,654.4211356,0.653586501,0,0,1
113,1221,혜화역.서울대병원입구,979.1666667,260.787037,332.8045635,158.8958333,301.7791667,87.89166667,37.58106212,127.0019211,619.9768519,245.8501984,194.8354167,814.8122685,1060.662467,0.768210712,1,1,0
114,1222,방송통신대.이화장,94.49652778,224.7256944,111.3511905,67.8452381,163.2229167,42.51666667,37.5781308,127.0020798,159.6111111,89.59821429,102.8697917,262.4809028,352.0791171,0.745516817,1,0,0
115,1223,이화동(이화장),196.1443299,219.766323,211.2415317,66.10603829,384.5195876,56.92164948,37.57605806,127.0007064,207.9553265,138.673785,220.7206186,428.675945,567.34973,0.755576186,1,0,0
116,1224,창경궁.서울대학교병원,102.8,734.0166667,305.8053571,378.8714286,246.8,203.885,37.57881833,126.9967379,418.4083333,342.3383929,225.3425,643.7508333,986.0892262,0.652832235,0,1,1
117,1225,이화동(이화장),39.79254079,119.988345,46.76023976,57.7042957,60.64055944,43.24055944,37.57603475,127.0032823,79.89044289,52.23226773,51.94055944,131.8310023,184.0632701,0.716226558,0,0,1
118,1226,혜화동로터리,386.9375,108.2083333,210.3839286,199.5491071,136.175,284.69375,37.58572598,127.0008281,247.5729167,204.9665179,210.434375,458.0072917,662.9738095,0.690837685,0,0,1
119,1227,명륜동2가.성균관대입구,144.1166667,295.6041667,338.9892857,417.4767857,575.1375,533.9825,37.58340673,126.9992936,219.8604167,378.2330357,554.56,774.4204167,1152.653452,0.671858845,0,1,1
120,1228,혜화역.서울연극센터(장면총리가옥),163.6458333,235.1423611,155.4151786,351.203869,220.3333333,283.6833333,37.58403777,127.0014345,199.3940972,253.3095238,252.0083333,451.4024306,704.7119544,0.640548848,0,1,0
121,1229,혜화역.동성중고(장면총리가옥),83.03593556,58.01115242,212.7886352,114.3648433,395.5947955,157.6319703,37.58454158,127.0015281,70.52354399,163.5767392,276.6133829,347.1369269,510.7136661,0.679709493,0,0,0
122,1231,종로구민회관.창신동두산아파트,408.0520833,600.9166667,295.6875,532.4732143,208.9875,316.8375,37.57409223,127.0155868,504.484375,414.0803571,262.9125,767.396875,1181.477232,0.649523202,0,1,0
123,1235,동묘역앞,81.73958333,328.2083333,182.8348214,224.7232143,144.6875,124.09375,37.57168703,127.0156382,204.9739583,203.7790179,134.390625,339.3645833,543.1436012,0.624815578,0,0,1
124,1236,동묘역앞,117.4791667,139.2291667,306.7946429,259.6875,237.3375,160.3625,37.57189158,127.0157698,128.3541667,283.2410714,198.85,327.2041667,610.4452381,0.536009041,0,0,1
125,1238,창신3동주민센터,270.53125,349.59375,223.8571429,275.2901786,146.7125,270.475,37.57877438,127.0151881,310.0625,249.5736607,208.59375,518.65625,768.2299107,0.67513155,0,1,1
126,1239,숭인1동주민센터,514.4930556,128.2361111,420.4404762,172.2589286,579.3916667,283.9833333,37.57875171,127.0152404,321.3645833,296.3497024,431.6875,753.0520833,1049.401786,0.717601298,0,1,0
127,1240,동묘역.롯데캐슬천지인,497.0972222,182.5,976.2291667,281.0029762,1419.745833,322.0791667,37.57418192,127.015664,339.7986111,628.6160714,870.9125,1210.711111,1839.327183,0.658235861,0,1,0
128,1243,신설동로터리,242.362069,660.933908,144.8866995,371.114532,121.2793103,278.6,37.57585614,127.0229469,451.6479885,258.0006158,199.9396552,651.5876437,909.5882594,0.716354501,0,1,0
129,1245,동묘앞,75.4375,310.8333333,200.3392857,243.5982143,348.9125,132.0875,37.57368465,127.0178407,193.1354167,221.96875,240.5,433.6354167,655.6041667,0.661428708,0,0,1
130,1246,구기동현대빌라,33.36054422,199.1360544,16.53644315,137.9737609,10.67346939,148.3428571,37.60964243,126.9565957,116.2482993,77.25510204,79.50816327,195.7564626,273.0115646,0.717026265,0,0,0
131,1247,광장시장,129.0555556,834.9444444,272.3125,404.922619,222.7625,208.6958333,37.56950211,126.9978384,482,338.6175595,215.7291667,697.7291667,1036.346726,0.673258427,0,1,1
132,1249,혜화경찰서,30.91666667,319.2083333,97.87053571,190.7232143,235.65,128.90625,37.57258424,126.997571,175.0625,144.296875,182.278125,357.340625,501.6375,0.712348309,0,0,0
133,1250,서울역사박물관.김구집무실(경교장),18.8125,830.25,56.85714286,185.8571429,204.2125,69.25,37.57002979,126.9721428,424.53125,121.3571429,136.73125,561.2625,682.6196429,0.822218502,1,0,0
